client_id,variation,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
9988021,Test,5.0,64.0,79,U,2.0,189023.86,1.0,4.0
8320017,Test,22.0,274.0,34,M,2.0,36001.899999999994,5.0,8.0
4033851,Control,12.0,149.0,64,M,2.0,142642.26,5.0,8.0
1982004,Test,6.0,80.0,44,U,2.0,30231.76,1.0,4.0
9294070,Control,5.0,70.0,29,U,2.0,34254.54,0.0,3.0
9466803,Test,11.0,137.0,27,F,2.0,46131.19,1.0,4.0
3170143,Test,21.0,254.0,54,F,2.0,192109.59000000003,6.0,9.0
6651403,Control,13.0,162.0,56,M,2.0,324712.88,4.0,7.0
5887227,Test,6.0,79.0,32,U,2.0,60274.39,1.0,4.0
2105948,Control,6.0,74.0,62,U,2.0,39795.28,1.0,4.0
438567,Test,15.0,186.0,38,M,2.0,89161.51999999999,6.0,9.0
2519971,Test,11.0,143.0,66,F,2.0,68259.87,2.0,6.0
9814849,Control,12.0,149.0,32,F,2.0,33807.149999999994,1.0,4.0
5407849,Test,10.0,125.0,44,M,2.0,69476.89,1.0,4.0
7286739,Control,6.0,77.0,36,U,2.0,72032.56,1.0,4.0
4446011,Control,5.0,61.0,62,F,2.0,33673.83,1.0,4.0
5308474,Test,29.0,351.0,66,F,2.0,99180.12,6.0,9.0
2991219,Test,22.0,264.0,58,U,2.0,99670.69,3.0,6.0
2354414,Test,7.0,87.0,38,U,3.0,767141.4700000001,2.0,5.0
949210,Test,29.0,355.0,54,M,4.0,1219029.3099999998,4.0,7.0
4229407,Control,16.0,193.0,58,M,2.0,115254.03,6.0,9.0
9987707,Test,28.0,341.0,46,M,3.0,88607.54000000001,6.0,9.0
2709011,Test,7.0,94.0,44,U,2.0,40123.13,6.0,9.0
4507502,Test,5.0,70.0,30,U,2.0,51882.22,2.0,6.0
2842481,Control,15.0,190.0,49,F,2.0,121355.07,0.0,3.0
2317698,Test,15.0,184.0,42,F,2.0,116894.92,5.0,8.0
3013805,Test,10.0,130.0,48,F,3.0,59733.86,5.0,8.0
1218661,Control,6.0,77.0,33,U,2.0,69500.92,2.0,5.0
2965703,Test,11.0,143.0,70,M,2.0,32550.4,4.0,7.0
1712929,Control,11.0,139.0,32,F,3.0,56127.44,1.0,4.0
2328234,Test,15.0,182.0,60,M,2.0,161650.96000000002,6.0,9.0
800925,Control,20.0,246.0,70,F,3.0,1089355.22,6.0,9.0
6685654,Test,23.0,279.0,72,F,2.0,111710.07,3.0,6.0
8766054,Test,12.0,153.0,26,M,2.0,76660.36,4.0,7.0
4726500,Test,14.0,178.0,46,F,2.0,43357.46,6.0,9.0
9504867,Test,15.0,190.0,45,M,3.0,164333.18,0.0,3.0
1242238,Control,11.0,139.0,25,M,3.0,72557.7,6.0,9.0
7800773,Test,17.0,214.0,72,M,2.0,239634.46,3.0,6.0
9477476,Control,12.0,155.0,33,M,3.0,123048.17,5.0,8.0
1338778,Control,10.0,128.0,64,M,2.0,351834.2,6.0,9.0
6584990,Control,14.0,178.0,24,M,2.0,47731.94,3.0,6.0
7859827,Test,4.0,58.0,35,U,2.0,27346.78,0.0,3.0
7407692,Test,5.0,70.0,58,U,4.0,185487.03,5.0,8.0
7040762,Control,10.0,124.0,54,M,2.0,35221.44,2.0,5.0
9900469,Test,4.0,59.0,32,U,3.0,144755.59999999998,6.0,9.0
5169372,Control,6.0,73.0,41,M,2.0,60252.94,6.0,9.0
5267250,Control,25.0,300.0,26,U,2.0,806676.36,1.0,4.0
2079440,Test,24.0,289.0,28,F,2.0,34357.84,0.0,3.0
5376894,Test,13.0,157.0,48,F,2.0,107170.61,6.0,9.0
3751049,Control,5.0,68.0,28,U,2.0,31050.95,5.0,8.0
8240010,Test,22.0,274.0,55,M,2.0,49414.03,3.0,6.0
6110816,Test,6.0,73.0,34,M,2.0,329902.64,3.0,6.0
2550129,Test,9.0,116.0,26,M,2.0,81162.08,5.0,8.0
9912156,Control,4.0,57.0,27,U,2.0,26325.95,0.0,3.0
7690370,Test,6.0,76.0,70,U,2.0,284508.65,4.0,7.0
9885354,Test,7.0,90.0,20,F,2.0,32966.0,3.0,6.0
1962381,Test,21.0,256.0,29,M,2.0,104771.87,2.0,5.0
229701,Control,4.0,58.0,59,U,2.0,91654.77,2.0,5.0
2818303,Control,4.0,59.0,50,U,2.0,44377.89,2.0,5.0
6229916,Test,7.0,92.0,34,U,2.0,28955.73,6.0,9.0
9358626,Control,5.0,69.0,24,U,2.0,43999.16,6.0,9.0
4773291,Control,7.0,86.0,35,U,2.0,69474.36,1.0,4.0
4953263,Control,5.0,61.0,75,U,2.0,35703.21,6.0,9.0
522661,Test,30.0,360.0,72,M,2.0,48064.32,1.0,4.0
3754789,Control,5.0,60.0,18,U,2.0,35943.22,0.0,3.0
3066535,Control,4.0,57.0,24,U,2.0,31457.82,4.0,7.0
9545426,Control,14.0,178.0,26,M,3.0,124717.91,5.0,8.0
4778144,Control,6.0,76.0,54,U,2.0,87533.5,3.0,6.0
2000786,Control,25.0,301.0,68,F,2.0,140652.4,2.0,5.0
1532932,Test,5.0,71.0,50,U,3.0,62691.24,5.0,8.0
9096386,Test,7.0,87.0,48,U,2.0,39000.38,0.0,3.0
6986475,Control,13.0,161.0,30,F,2.0,44984.05,3.0,6.0
7996704,Control,12.0,151.0,38,M,2.0,26286.31,1.0,4.0
2211277,Test,7.0,94.0,62,U,2.0,51134.65,0.0,3.0
9268841,Test,9.0,119.0,50,F,2.0,151145.41,2.0,5.0
4213800,Control,14.0,175.0,36,F,2.0,33234.64,0.0,3.0
1763518,Control,10.0,130.0,34,F,2.0,31223.49,2.0,5.0
7485024,Test,4.0,54.0,29,U,2.0,39152.61,2.0,5.0
2437471,Control,7.0,88.0,32,U,4.0,69438.98,6.0,9.0
1628554,Test,6.0,78.0,18,U,3.0,49735.25,6.0,9.0
9744906,Test,26.0,322.0,73,F,2.0,104200.75,3.0,6.0
7289266,Control,5.0,66.0,52,F,2.0,119399.34,0.0,3.0
3883711,Test,17.0,210.0,58,M,2.0,105556.09,0.0,3.0
8123801,Test,12.0,153.0,39,M,2.0,122612.69,2.0,5.0
598943,Control,15.0,180.0,50,F,2.0,56076.2,4.0,7.0
8491121,Test,8.0,99.0,28,U,2.0,26258.77,4.0,7.0
8861901,Control,7.0,90.0,62,F,2.0,406125.08,3.0,6.0
6853744,Control,5.0,71.0,23,U,2.0,52729.51,2.0,5.0
1404893,Control,12.0,145.0,36,F,3.0,115973.16,6.0,9.0
768936,Test,5.0,65.0,22,U,2.0,34231.45,2.0,5.0
5408845,Test,33.0,396.0,53,M,4.0,287596.87,4.0,7.0
9336495,Control,5.0,65.0,29,U,2.0,56490.0,6.0,9.0
4744361,Control,28.0,347.0,63,M,2.0,74261.23999999999,5.0,8.0
2397739,Test,7.0,94.0,64,U,2.0,29932.66,3.0,6.0
2136502,Test,15.0,185.0,34,M,2.0,27009.23,6.0,9.0
7501437,Test,7.0,87.0,65,U,2.0,71870.81,1.0,4.0
9628154,Control,5.0,64.0,26,U,2.0,27032.26,2.0,5.0
9293919,Control,16.0,193.0,79,M,2.0,121347.82,1.0,4.0
5318449,Test,10.0,131.0,50,F,2.0,611520.05,4.0,7.0
5022038,Test,15.0,189.0,52,F,2.0,36994.94,0.0,3.0
2565373,Control,8.0,97.0,60,U,3.0,130099.02,3.0,6.0
5745157,Test,6.0,75.0,62,U,2.0,164023.94,2.0,5.0
6653427,Test,23.0,282.0,52,F,3.0,561725.24,5.0,8.0
6071019,Control,15.0,186.0,32,F,2.0,29899.3,2.0,5.0
632316,Test,6.0,73.0,62,U,2.0,519751.55,6.0,9.0
1152171,Test,6.0,73.0,66,M,2.0,319008.0,6.0,9.0
8188670,Control,28.0,342.0,69,M,3.0,755574.17,6.0,9.0
1021747,Test,13.0,161.0,74,M,2.0,248332.28,6.0,9.0
226198,Test,10.0,131.0,30,M,2.0,120557.71,4.0,7.0
6216233,Control,16.0,202.0,30,F,4.0,125873.44,6.0,9.0
1846219,Test,14.0,172.0,61,M,2.0,123189.2,2.0,5.0
2093449,Test,11.0,141.0,24,M,2.0,27577.82,0.0,3.0
7902892,Test,4.0,58.0,40,U,2.0,44719.58,3.0,6.0
722917,Test,20.0,246.0,58,M,3.0,855131.99,3.0,6.0
4747144,Control,15.0,186.0,49,F,2.0,98301.03,6.0,9.0
2199722,Test,5.0,70.0,22,U,2.0,30750.6,4.0,7.0
2235331,Test,15.0,182.0,31,M,2.0,44233.9,0.0,3.0
8313694,Control,21.0,253.0,51,F,2.0,140020.97999999998,0.0,3.0
2382696,Test,21.0,252.0,48,F,2.0,209727.42,2.0,5.0
2679453,Control,9.0,111.0,24,M,2.0,66456.04999999999,6.0,9.0
7276973,Control,15.0,183.0,59,F,2.0,35092.13,3.0,6.0
4532572,Test,5.0,70.0,24,U,2.0,36715.36,5.0,8.0
8771952,Test,5.0,71.0,32,U,2.0,42085.75,6.0,9.0
5256566,Control,6.0,79.0,20,U,2.0,31139.19,2.0,5.0
1342790,Control,7.0,88.0,57,U,2.0,43104.64,2.0,5.0
9775174,Test,12.0,149.0,52,M,2.0,83448.76999999999,0.0,3.0
3703187,Test,20.0,248.0,66,F,2.0,398634.27,6.0,9.0
2769120,Control,19.0,233.0,66,F,2.0,258133.49,5.0,8.0
6031726,Test,6.0,74.0,30,U,2.0,61600.1,6.0,9.0
8870709,Control,15.0,190.0,64,M,2.0,305471.03,6.0,9.0
2145511,Control,25.0,306.0,30,U,2.0,47466.69,2.0,5.0
461846,Control,24.0,290.0,78,F,2.0,43246.11,4.0,7.0
4878112,Control,6.0,73.0,44,U,2.0,136334.76,1.0,5.0
843249,Test,5.0,69.0,57,U,2.0,39278.02,6.0,9.0
5018154,Test,16.0,193.0,20,U,2.0,27466.59,0.0,3.0
9414396,Control,7.0,88.0,62,U,2.0,32017.72,3.0,6.0
6650565,Control,34.0,418.0,72,F,2.0,74400.15,4.0,7.0
2062199,Control,5.0,71.0,48,U,2.0,28474.35,3.0,6.0
6682559,Test,21.0,262.0,59,F,2.0,113772.28,4.0,7.0
9516496,Test,9.0,113.0,51,F,2.0,85615.82,5.0,8.0
3382939,Test,12.0,148.0,31,F,4.0,98501.13,2.0,5.0
7833565,Test,4.0,49.0,26,U,4.0,60789.65,6.0,9.0
9448266,Test,15.0,181.0,43,F,2.0,33561.759999999995,0.0,3.0
2406356,Test,6.0,72.0,27,U,2.0,25136.17,1.0,4.0
7112284,Control,22.0,267.0,24,M,3.0,153691.63,6.0,9.0
6141432,Control,5.0,60.0,36,U,3.0,199703.92,6.0,9.0
2015197,Control,7.0,90.0,70,U,2.0,38517.31,2.0,6.0
5429577,Control,13.0,164.0,34,M,2.0,151776.45,5.0,8.0
1636347,Control,22.0,266.0,66,M,3.0,43111.06,5.0,8.0
4577314,Control,12.0,145.0,26,M,3.0,64847.12,2.0,5.0
3068817,Test,22.0,274.0,68,F,2.0,1028145.79,5.0,9.0
2358419,Test,13.0,157.0,32,F,2.0,23906.68,1.0,4.0
6283739,Control,23.0,279.0,54,F,3.0,333495.06,1.0,4.0
8289357,Test,5.0,71.0,26,U,2.0,44071.75,6.0,9.0
1423857,Control,8.0,101.0,38,U,2.0,179283.64,6.0,9.0
117916,Test,6.0,72.0,28,U,3.0,180578.01,6.0,9.0
2810561,Test,22.0,267.0,72,M,2.0,1126345.0699999998,4.0,8.0
2040881,Control,4.0,59.0,34,U,3.0,157263.01,5.0,8.0
6547909,Control,24.0,292.0,68,F,2.0,1611860.3199999998,4.0,7.0
9774553,Test,5.0,68.0,26,U,2.0,32934.41,2.0,5.0
203702,Control,13.0,167.0,39,F,2.0,42529.62,0.0,3.0
2336869,Control,9.0,114.0,48,F,2.0,27030.51,0.0,3.0
3638107,Control,15.0,185.0,72,M,2.0,128033.35,0.0,4.0
391025,Control,4.0,56.0,84,U,2.0,158266.3,0.0,3.0
6954534,Test,14.0,176.0,28,F,2.0,24990.73,0.0,3.0
7636277,Control,14.0,169.0,67,M,2.0,188062.52,0.0,3.0
8100455,Test,5.0,67.0,20,M,2.0,54397.0,4.0,7.0
3548541,Test,22.0,269.0,26,M,3.0,37347.31,2.0,5.0
2050360,Test,8.0,106.0,56,M,3.0,108387.85,3.0,6.0
8675285,Test,15.0,186.0,64,F,2.0,27759.98,2.0,5.0
868124,Control,9.0,113.0,35,F,2.0,42594.85,1.0,4.0
8241574,Test,26.0,323.0,83,M,2.0,154928.31,4.0,8.0
559169,Control,6.0,82.0,30,U,2.0,40200.67,4.0,7.0
2276090,Control,8.0,101.0,28,U,2.0,34946.02,2.0,5.0
1095432,Test,9.0,116.0,24,M,2.0,36879.37,5.0,8.0
3036660,Control,14.0,174.0,42,F,2.0,190097.41,3.0,6.0
5546524,Control,3.0,46.0,36,M,2.0,218591.48,5.0,8.0
3544855,Test,8.0,96.0,28,U,2.0,47222.0,1.0,4.0
7474517,Control,6.0,73.0,52,U,2.0,53993.47,4.0,7.0
7212234,Test,13.0,156.0,56,M,2.0,43307.39,6.0,9.0
9207047,Test,16.0,202.0,50,F,2.0,29978.94,0.0,3.0
452583,Control,6.0,75.0,44,U,2.0,102576.06,6.0,9.0
7762269,Test,7.0,85.0,25,M,2.0,187293.94,6.0,9.0
7599262,Test,14.0,176.0,64,F,2.0,88034.6,1.0,4.0
945176,Control,23.0,280.0,60,F,2.0,186893.95,4.0,7.0
7690452,Test,6.0,74.0,40,F,2.0,27545.04,1.0,4.0
5537612,Test,5.0,69.0,64,U,3.0,454122.22,2.0,5.0
4256611,Test,24.0,292.0,52,M,3.0,3592350.6,6.0,9.0
2889049,Control,13.0,163.0,52,F,3.0,186162.66,6.0,9.0
137412,Test,20.0,250.0,68,F,2.0,58495.2,3.0,6.0
171492,Test,15.0,189.0,74,M,2.0,180002.58000000002,6.0,9.0
668996,Control,12.0,153.0,27,F,2.0,34731.64,2.0,5.0
8076294,Control,8.0,96.0,42,U,2.0,89742.39,2.0,5.0
8893466,Test,6.0,72.0,71,U,4.0,458996.0,1.0,4.0
4727155,Test,14.0,174.0,68,M,2.0,49165.89,6.0,9.0
4493573,Test,7.0,89.0,40,U,2.0,52130.53999999999,2.0,5.0
2797397,Control,6.0,80.0,59,U,2.0,277156.01,3.0,6.0
6480779,Control,6.0,77.0,33,U,2.0,38987.62,2.0,5.0
257840,Test,13.0,161.0,36,M,3.0,109605.55,0.0,3.0
7340414,Control,15.0,183.0,67,F,2.0,268170.91,5.0,8.0
5221768,Test,7.0,94.0,48,U,2.0,57761.75,5.0,8.0
2306578,Test,6.0,72.0,38,U,2.0,34545.63,1.0,4.0
9700346,Test,30.0,362.0,66,M,2.0,158187.8,0.0,3.0
192518,Test,23.0,280.0,48,M,2.0,24024.42,0.0,3.0
5163125,Control,9.0,111.0,48,M,2.0,52391.72,3.0,6.0
5821983,Control,13.0,162.0,23,F,2.0,66131.56,6.0,9.0
1884538,Control,17.0,205.0,36,F,2.0,170339.15000000002,3.0,6.0
902895,Test,7.0,93.0,56,U,2.0,134244.77000000002,1.0,4.0
841242,Control,8.0,106.0,48,M,4.0,93247.7,5.0,8.0
872142,Control,5.0,70.0,55,M,2.0,691559.37,6.0,9.0
3480918,Test,4.0,59.0,27,U,2.0,50714.9,1.0,4.0
8203999,Test,5.0,70.0,38,U,2.0,45810.39,0.0,3.0
617840,Control,5.0,71.0,50,F,2.0,48474.08,0.0,3.0
1929698,Control,7.0,90.0,28,M,2.0,48682.92,6.0,9.0
8963925,Test,10.0,130.0,76,M,2.0,37376.93,5.0,8.0
7758940,Test,6.0,72.0,68,U,2.0,25074.65,0.0,4.0
8319726,Test,6.0,75.0,26,U,2.0,39306.3,3.0,6.0
298590,Test,11.0,142.0,82,M,3.0,588428.6000000001,6.0,9.0
2856502,Test,6.0,76.0,50,U,2.0,37212.16,5.0,8.0
6930182,Test,6.0,79.0,60,U,3.0,631622.26,6.0,9.0
965266,Control,16.0,195.0,57,F,2.0,23884.45,1.0,4.0
2465098,Test,15.0,189.0,52,F,4.0,142206.99,6.0,9.0
1667380,Test,11.0,143.0,45,M,2.0,347068.21,1.0,4.0
8701900,Test,6.0,77.0,63,U,2.0,54965.12,3.0,6.0
5133382,Test,14.0,177.0,22,F,3.0,39321.25,3.0,6.0
913704,Test,9.0,118.0,64,F,2.0,382688.8,6.0,9.0
1519456,Test,14.0,178.0,62,F,2.0,113136.14,4.0,7.0
8424645,Control,4.0,56.0,67,U,3.0,199513.62,6.0,9.0
7284366,Test,7.0,94.0,54,U,2.0,54259.31,2.0,5.0
1933359,Test,22.0,267.0,56,M,3.0,267724.02,5.0,8.0
4506445,Test,5.0,64.0,26,M,2.0,45130.64,2.0,5.0
8366788,Test,15.0,189.0,52,M,2.0,115174.65,0.0,3.0
7214811,Test,8.0,96.0,35,U,2.0,38119.6,2.0,5.0
6819326,Control,12.0,150.0,67,F,2.0,207130.2,2.0,8.0
2475049,Control,9.0,110.0,54,F,2.0,38435.31,0.0,3.0
6394423,Test,9.0,113.0,29,M,2.0,74522.88,0.0,3.0
3081313,Control,9.0,110.0,56,F,2.0,1141567.99,2.0,5.0
9292160,Test,6.0,82.0,38,U,2.0,63483.12,6.0,9.0
493311,Control,16.0,202.0,53,M,3.0,50481.2,5.0,8.0
4470019,Test,9.0,108.0,60,F,2.0,37371.97,4.0,7.0
6442081,Test,8.0,97.0,33,U,2.0,36268.28,2.0,5.0
8416851,Control,15.0,190.0,43,F,2.0,110883.95,2.0,5.0
1938076,Test,28.0,339.0,64,U,2.0,336818.47,6.0,9.0
1907109,Test,14.0,177.0,42,F,2.0,29375.05,0.0,3.0
2852997,Control,30.0,371.0,50,F,2.0,222098.48,5.0,8.0
7979476,Test,22.0,274.0,53,F,3.0,1798128.0499999998,4.0,7.0
5255030,Test,6.0,82.0,52,F,4.0,701200.8200000001,6.0,9.0
3633784,Test,18.0,226.0,45,U,2.0,44105.59,1.0,4.0
7161996,Test,18.0,224.0,50,M,2.0,247624.33,4.0,7.0
9707270,Control,23.0,276.0,18,M,2.0,71178.73,6.0,9.0
4772716,Control,8.0,96.0,37,U,2.0,59235.93,3.0,6.0
9888375,Control,22.0,269.0,52,F,2.0,41783.22,0.0,3.0
1161478,Test,17.0,214.0,66,M,3.0,143236.3,6.0,9.0
7669299,Test,6.0,73.0,54,U,2.0,61233.8,5.0,8.0
3827180,Control,26.0,323.0,56,M,3.0,2631231.57,4.0,7.0
1970830,Control,4.0,57.0,42,F,2.0,45196.03,1.0,4.0
1640688,Control,20.0,241.0,75,M,3.0,187420.08,5.0,8.0
676552,Test,6.0,81.0,53,U,2.0,38610.9,4.0,7.0
3399501,Test,12.0,152.0,38,M,2.0,47520.07,4.0,7.0
3543788,Test,5.0,70.0,32,U,2.0,44823.39,0.0,3.0
7902599,Test,12.0,154.0,31,F,2.0,29708.57,1.0,4.0
8068308,Control,15.0,190.0,56,F,2.0,73475.01,5.0,8.0
4638153,Control,9.0,108.0,52,M,2.0,465078.96,5.0,8.0
1788838,Control,26.0,312.0,54,F,2.0,60145.01,4.0,7.0
693101,Test,6.0,74.0,34,U,3.0,56658.28,3.0,6.0
6520285,Test,12.0,145.0,34,M,2.0,77293.53,3.0,6.0
9997114,Control,22.0,264.0,44,M,2.0,80740.79999999999,1.0,4.0
3286605,Control,12.0,144.0,27,M,2.0,29301.43,1.0,4.0
1751757,Test,4.0,57.0,88,U,2.0,306741.86,1.0,5.0
1064690,Control,6.0,72.0,46,U,3.0,40087.68,6.0,9.0
2038707,Control,5.0,67.0,26,U,4.0,75376.73999999999,0.0,3.0
297472,Control,5.0,70.0,61,U,2.0,34598.48,1.0,4.0
2160702,Control,15.0,189.0,41,F,2.0,44934.26,0.0,3.0
2289897,Control,25.0,303.0,74,M,5.0,538260.91,6.0,9.0
4657902,Test,13.0,158.0,59,M,2.0,218046.78,6.0,9.0
6960009,Control,14.0,179.0,66,M,2.0,162234.59000000003,3.0,6.0
6665317,Test,13.0,160.0,70,F,2.0,37890.43,0.0,3.0
2057773,Control,16.0,197.0,76,M,2.0,222410.0,3.0,6.0
7523181,Control,5.0,65.0,39,U,3.0,81254.01999999999,5.0,8.0
5324253,Test,4.0,58.0,30,U,2.0,44559.36,5.0,8.0
860745,Control,30.0,370.0,66,M,3.0,471028.96,5.0,8.0
5340072,Test,8.0,97.0,56,U,2.0,72046.76,2.0,5.0
5226626,Test,19.0,235.0,68,F,2.0,42906.28999999999,6.0,9.0
4520186,Test,9.0,114.0,53,F,2.0,57748.3,4.0,7.0
219230,Control,11.0,132.0,39,F,2.0,34151.78,0.0,3.0
3369137,Control,21.0,253.0,62,M,2.0,366632.27,5.0,8.0
7479054,Control,4.0,58.0,64,F,3.0,534647.16,5.0,8.0
4244891,Test,8.0,106.0,51,M,2.0,87989.76999999999,2.0,5.0
4384098,Control,14.0,176.0,38,F,2.0,153813.59,1.0,4.0
7582150,Control,14.0,179.0,32,M,3.0,61924.57,4.0,7.0
8308363,Test,5.0,64.0,55,U,2.0,220863.32,5.0,8.0
8165914,Test,6.0,76.0,38,U,2.0,45711.36,6.0,9.0
3520993,Control,14.0,177.0,49,F,2.0,32549.62,2.0,5.0
5645966,Control,4.0,50.0,26,U,2.0,59061.02,3.0,6.0
9378146,Control,14.0,178.0,54,M,2.0,34783.61,1.0,4.0
148369,Test,22.0,269.0,48,F,2.0,44267.27,1.0,4.0
5192659,Test,14.0,169.0,66,M,2.0,449978.18,3.0,6.0
7007069,Control,6.0,73.0,55,U,2.0,49327.16,1.0,4.0
127921,Test,5.0,65.0,25,U,3.0,53886.83,1.0,4.0
3310785,Control,14.0,173.0,21,F,2.0,49031.14,6.0,9.0
7423412,Control,7.0,91.0,33,U,2.0,159232.34999999998,0.0,3.0
8279228,Test,13.0,160.0,50,M,3.0,232714.99,3.0,6.0
588240,Control,18.0,225.0,60,M,2.0,91312.91,6.0,9.0
7699381,Control,15.0,190.0,58,M,2.0,160955.52999999997,4.0,7.0
7046133,Control,3.0,46.0,42,M,2.0,92011.77,3.0,6.0
9364005,Test,5.0,71.0,36,U,2.0,65889.68,2.0,5.0
5459195,Test,4.0,58.0,30,M,2.0,26316.73,2.0,5.0
6442655,Test,7.0,88.0,60,U,2.0,70894.28,3.0,6.0
7449461,Test,14.0,170.0,44,F,2.0,40909.64,3.0,6.0
4963381,Test,6.0,78.0,31,U,2.0,37543.16,6.0,9.0
6456062,Control,14.0,178.0,70,F,2.0,321327.53,4.0,7.0
4823947,Control,7.0,86.0,52,U,2.0,47340.11,5.0,8.0
8860992,Control,10.0,126.0,64,F,2.0,30693.0,1.0,4.0
530654,Control,6.0,81.0,56,U,2.0,49456.82,3.0,6.0
3347759,Control,20.0,250.0,65,F,3.0,141016.91999999998,2.0,5.0
7873338,Control,5.0,69.0,56,U,2.0,56445.87,3.0,6.0
169185,Test,7.0,93.0,34,U,2.0,33347.63,5.0,8.0
6980919,Test,7.0,94.0,26,U,2.0,36836.85,6.0,9.0
6519269,Test,8.0,96.0,64,U,3.0,324940.4,4.0,8.0
1638971,Test,10.0,130.0,65,F,2.0,65648.53,5.0,8.0
7984549,Test,4.0,59.0,19,U,2.0,34405.31,3.0,6.0
4137841,Test,18.0,217.0,73,M,2.0,368899.9,6.0,9.0
459221,Test,7.0,87.0,77,U,2.0,106202.83,1.0,4.0
3430793,Test,15.0,190.0,62,F,2.0,34510.48,4.0,7.0
4853470,Test,7.0,86.0,25,U,2.0,75927.01999999999,6.0,9.0
8696517,Control,7.0,95.0,64,U,2.0,32382.92,2.0,5.0
5751565,Test,7.0,84.0,52,U,2.0,224927.3,3.0,6.0
3968370,Control,10.0,120.0,45,M,2.0,49827.21,0.0,3.0
1718250,Test,8.0,98.0,44,U,2.0,139030.2,0.0,3.0
6058534,Test,13.0,166.0,60,F,2.0,46670.26,0.0,3.0
6597561,Control,4.0,59.0,54,U,2.0,84794.29000000001,4.0,7.0
6098661,Test,11.0,132.0,64,F,2.0,125732.66,2.0,5.0
8861365,Test,5.0,71.0,32,U,2.0,51056.06,6.0,9.0
2346575,Test,15.0,190.0,75,M,2.0,61693.2,4.0,7.0
7973780,Control,28.0,339.0,73,M,3.0,171452.11,6.0,9.0
5119497,Control,20.0,250.0,46,U,2.0,99965.01,2.0,5.0
2532775,Test,5.0,63.0,26,U,2.0,28704.21,2.0,5.0
3155140,Control,6.0,83.0,26,U,2.0,50003.83,5.0,8.0
924852,Test,9.0,118.0,26,F,3.0,36771.79,1.0,4.0
8330343,Test,5.0,71.0,54,F,2.0,31512.96,0.0,3.0
8607482,Test,4.0,55.0,56,U,2.0,166466.90999999997,6.0,9.0
4827059,Control,3.0,38.0,24,U,2.0,28732.4,6.0,9.0
4785260,Test,7.0,87.0,54,U,3.0,85690.19,0.0,3.0
4778491,Test,10.0,125.0,64,M,2.0,237788.31,3.0,6.0
7200160,Test,5.0,70.0,30,U,2.0,30033.12,2.0,5.0
304982,Control,14.0,178.0,44,F,2.0,449433.62,0.0,3.0
7177069,Test,5.0,71.0,26,U,2.0,44242.01,6.0,9.0
9059531,Control,34.0,408.0,64,M,2.0,73909.66,5.0,8.0
3130496,Test,16.0,193.0,36,M,3.0,651469.99,6.0,9.0
7705990,Test,15.0,183.0,32,F,2.0,36263.38,1.0,4.0
133101,Control,6.0,82.0,33,U,2.0,56049.17999999999,2.0,5.0
2790745,Test,9.0,118.0,40,F,2.0,33573.23,2.0,5.0
2498676,Test,7.0,89.0,34,U,5.0,154685.38,6.0,9.0
8988721,Control,14.0,178.0,33,F,2.0,68668.39,0.0,3.0
6224299,Control,21.0,257.0,46,F,3.0,204074.51,2.0,5.0
3217890,Control,14.0,178.0,46,F,4.0,540999.27,0.0,3.0
9403921,Control,4.0,59.0,40,U,2.0,48020.17,2.0,5.0
2356366,Control,6.0,80.0,53,U,4.0,292999.84,2.0,5.0
453167,Control,14.0,172.0,64,F,2.0,24526.63,3.0,6.0
372523,Control,6.0,79.0,58,U,2.0,50107.34,2.0,5.0
2611324,Test,6.0,81.0,34,M,2.0,69551.63,2.0,5.0
8766886,Test,15.0,185.0,38,M,2.0,43259.94,0.0,3.0
3106431,Test,12.0,149.0,33,F,3.0,68557.87,0.0,3.0
5615453,Test,22.0,268.0,61,M,2.0,51421.86,0.0,3.0
7087847,Control,16.0,195.0,40,M,2.0,30011.01,0.0,3.0
8760103,Test,8.0,101.0,60,U,2.0,246441.94,1.0,4.0
5786954,Test,15.0,189.0,50,F,3.0,599596.0,5.0,8.0
3175977,Test,15.0,182.0,34,F,2.0,36158.39,4.0,7.0
5124813,Test,9.0,115.0,22,M,2.0,29921.01,2.0,5.0
7221996,Test,12.0,151.0,73,M,2.0,203281.81,2.0,5.0
7422759,Control,5.0,71.0,26,U,2.0,52195.41,6.0,9.0
8609229,Test,12.0,155.0,52,F,2.0,81747.92,4.0,7.0
9176963,Test,16.0,196.0,60,M,2.0,42495.75,5.0,8.0
589292,Test,7.0,90.0,42,U,2.0,37473.36,6.0,9.0
5417457,Control,12.0,154.0,38,F,2.0,87581.62,6.0,9.0
863704,Control,22.0,264.0,53,U,2.0,333201.12,3.0,6.0
117276,Test,5.0,65.0,72,U,2.0,28116.18,1.0,4.0
7441896,Control,12.0,148.0,36,M,2.0,64796.35,1.0,4.0
7763445,Test,19.0,233.0,68,M,2.0,1011987.9,1.0,4.0
7359292,Test,17.0,214.0,75,M,2.0,84643.62,4.0,7.0
4101033,Control,6.0,74.0,30,F,3.0,32837.59,2.0,5.0
1180583,Control,5.0,65.0,38,U,3.0,77586.82,2.0,5.0
246429,Test,17.0,207.0,56,F,2.0,35999.8,1.0,4.0
395074,Test,5.0,60.0,54,U,2.0,49736.52,6.0,9.0
6006542,Test,13.0,166.0,60,F,3.0,168308.27000000002,3.0,6.0
